title,url,lang
cuiaba,https://ru.wikipedia.org/wiki/%D0%9A%D1%83%D1%8F%D0%B1%D0%B0,ru
cuiaba,https://zh.wikipedia.org/wiki/%E5%BA%93%E4%BA%9A%E5%B7%B4,zh
cuiaba,https://fr.wikipedia.org/wiki/Cuiab%C3%A1,fr
campo_grande,https://pt.wikipedia.org/wiki/Campo_Grande_(Mato_Grosso_do_Sul),pt
campo_grande,https://en.wikipedia.org/wiki/Campo_Grande,en
campo_grande,https://es.wikipedia.org/wiki/Campo_Grande_(Mato_Grosso_del_Sur),es
campo_grande,https://de.wikipedia.org/wiki/Campo_Grande,de
campo_grande,https://it.wikipedia.org/wiki/Campo_Grande_(Mato_Grosso_do_Sul),it
campo_grande,https://ru.wikipedia.org/wiki/%D0%9A%D0%B0%D0%BC%D0%BF%D1%83-%D0%93%D1%80%D0%B0%D0%BD%D0%B4%D0%B8,ru
campo_grande,https://zh.wikipedia.org/wiki/%E5%A4%A7%E5%9D%8E%E6%99%AE,zh
campo_grande,https://fr.wikipedia.org/wiki/Campo_Grande,fr
belem,https://pt.wikipedia.org/wiki/Bel%C3%A9m_(Par%C3%A1),pt
belem,https://en.wikipedia.org/wiki/Bel%C3%A9m,en
belem,https://es.wikipedia.org/wiki/Bel%C3%A9m_(Brasil),es
belem,https://de.wikipedia.org/wiki/Bel%C3%A9m_(Par%C3%A1),de
belem,https://it.wikipedia.org/wiki/Bel%C3%A9m,it
belem,https://ru.wikipedia.org/wiki/%D0%91%D0%B5%D0%BB%D0%B5%D0%BD_(%D0%9F%D0%B0%D1%80%D0%B0),ru
belem,https://zh.wikipedia.org/wiki/%E5%A4%A7%E5%9D%8E%E6%99%AE,zh
belem,https://fr.wikipedia.org/wiki/Bel%C3%A9m,fr
boa_vista,https://pt.wikipedia.org/wiki/Boa_Vista_(Roraima),pt
boa_vista,https://en.wikipedia.org/wiki/Boa_Vista%2C_Roraima,en
boa_vista,https://es.wikipedia.org/wiki/Boa_Vista_(Roraima),es
boa_vista,https://de.wikipedia.org/wiki/Boa_Vista_(Roraima),de
boa_vista,https://it.wikipedia.org/wiki/Boa_Vista,it
boa_vista,https://ru.wikipedia.org/wiki/%D0%91%D0%BE%D0%B0-%D0%92%D0%B8%D1%81%D1%82%D0%B0_(%D0%A0%D0%BE%D1%80%D0%B0%D0%B9%D0%BC%D0%B0),ru
boa_vista,https://zh.wikipedia.org/wiki/%E5%8D%9A%E9%98%BF%E7%BB%B4%E6%96%AF%E5%A1%94_(%E7%BD%97%E8%B5%96%E9%A9%AC%E5%B7%9E),zh
boa_vista,https://fr.wikipedia.org/wiki/Boa_Vista,fr
macapa,https://pt.wikipedia.org/wiki/Macap%C3%A1,pt
macapa,https://en.wikipedia.org/wiki/Macap%C3%A1,en
macapa,https://es.wikipedia.org/wiki/Macap%C3%A1,es
macapa,https://de.wikipedia.org/wiki/Macap%C3%A1,de
macapa,https://it.wikipedia.org/wiki/Macap%C3%A1,it
macapa,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BA%D0%B0%D0%BF%D0%B0,ru
macapa,https://zh.wikipedia.org/wiki/%E9%A9%AC%E5%8D%A1%E5%B8%95,zh
macapa,https://fr.wikipedia.org/wiki/Macap%C3%A1,fr
manaus,https://pt.wikipedia.org/wiki/Manaus,pt
manaus,https://en.wikipedia.org/wiki/Manaus,en
manaus,https://es.wikipedia.org/wiki/Manaus,es
manaus,https://de.wikipedia.org/wiki/Manaus,de
manaus,https://it.wikipedia.org/wiki/Manaus,it
manaus,https://ru.wikipedia.org/wiki/%D0%9C%D0%B0%D0%BD%D0%B0%D1%83%D1%81,ru
manaus,https://zh.wikipedia.org/wiki/%E9%A9%AC%E7%91%99%E6%96%AF,zh
manaus,https://fr.wikipedia.org/wiki/Manaus,fr
palmas,https://pt.wikipedia.org/wiki/Palmas_(Tocantins),pt
palmas,https://en.wikipedia.org/wiki/Palmas%2C_Tocantins,en
palmas,https://es.wikipedia.org/wiki/Palmas_(Tocantins),es
palmas,https://de.wikipedia.org/wiki/Palmas,de
palmas,https://it.wikipedia.org/wiki/Palmas_(Tocantins),it
palmas,https://ru.wikipedia.org/wiki/%D0%9F%D0%B0%D0%BB%D0%BC%D0%B0%D1%81,ru
palmas,https://zh.wikipedia.org/wiki/%E5%B8%95%E5%B0%94%E9%A9%AC%E6%96%AF_(%E6%89%98%E5%9D%8E%E5%BB%B7%E6%96%AF%E5%B7%9E),zh
palmas,https://fr.wikipedia.org/wiki/Palmas_(Tocantins),fr
porto_velho,https://pt.wikipedia.org/wiki/Porto_Velho,pt
porto_velho,https://en.wikipedia.org/wiki/Porto_Velho,en
porto_velho,https://es.wikipedia.org/wiki/Porto_Velho,es
porto_velho,https://de.wikipedia.org/wiki/Porto_Velho,de
porto_velho,https://it.wikipedia.org/wiki/Porto_Velho,it
porto_velho,https://ru.wikipedia.org/wiki/%D0%9F%D0%BE%D1%80%D1%82%D1%83-%D0%92%D0%B5%D0%BB%D1%8C%D1%8E,ru
porto_velho,https://zh.wikipedia.org/wiki/%E9%9F%8B%E6%9F%B3%E6%B8%AF,zh
porto_velho,https://fr.wikipedia.org/wiki/Porto_Velho,fr
rio_branco,https://pt.wikipedia.org/wiki/Rio_Branco_(Acre),pt
rio_branco,https://en.wikipedia.org/wiki/Rio_Branco%2C_Acre,en
rio_branco,https://es.wikipedia.org/wiki/R%C3%ADo_Branco_(Acre),es
rio_branco,https://de.wikipedia.org/wiki/Rio_Branco,de
rio_branco,https://it.wikipedia.org/wiki/Rio_Branco,it
rio_branco,https://ru.wikipedia.org/wiki/%D0%A0%D0%B8%D1%83-%D0%91%D1%80%D0%B0%D0%BD%D0%BA%D1%83_(%D0%90%D0%BA%D1%80%D0%B8),ru
rio_branco,https://zh.wikipedia.org/wiki/%E9%87%8C%E7%B4%84%E5%B8%83%E8%98%AD%E7%A7%91,zh
rio_branco,https://fr.wikipedia.org/wiki/Rio_Branco_(Acre),fr
